county,id,okrug,okrug_id,year,vote_milosevic,vote_opposition,vote_srs,turnout,bombed,year00,employed_per_1000inh,pop_per_doctor,refugees_perc_pop,minorpc91,femalepc91,pop_chng_98_02,irp,urbanpc91,age20_34pc,illiterate_pc,allen_vincent_2011
NOVA CRNJA,81,SREDNJOBANATSKI,2,2000,33,38.39,17.41,80.23,0,1,197,617,0.053443526,0.32425368,0.514850803,-0.085971223,0.004028777,0,0.169775679,0.047068083,0
NOVA VAROS,82,ZLATIBORSKI,16,2000,43.09,27.78,7.51,75.18,1,1,261,529,0.007857071,0.115899505,0.506005868,-0.074907407,0.001805556,0.477902072,0.186417776,0.050945851,0
NOVI BECEJ,83,SREDNJOBANATSKI,2,2000,33.83,45.21,15.71,76.98,0,1,220,829,0.038961521,0.339968042,0.513506936,-0.02801444,0.000974729,0.535549143,0.186376467,0.022136384,0
NOVI BEOGRAD,84,BEOGRAD,0,2000,29.66,53.97,11.68,72.84,1,1,239,564,0.060994706,0.210824154,0.508486131,-0.068550043,0.018130881,1,0.211132693,0.005409302,1
NOVI KNEZEVAC,85,SEVERNOBANATSKI,3,2000,29.52,41.44,12.73,85.93,0,1,250,519,0.066435453,0.460263463,0.51173063,-0.009541985,0.002671756,0.58377987,0.184508671,0.021965318,0
NOVI PAZAR,86,RASKI,18,2000,22.53,3.24,8.43,56.96,1,1,210,484,0.008267826,0.776372743,0.496190476,-0.063224401,0.04208061,0.608453851,0.229103679,0.039246011,0
NOVI SAD,87,JUZNOBACKI,6,2000,23.29,44.24,14.63,70.98,1,1,407,196,0.100272642,0.346728747,0.522333613,0.073507891,0.01097561,0.812424868,0.22033853,0.012626381,1
OBRENOVAC,88,BEOGRAD,0,2000,35.67,40.36,7.42,75.15,1,1,192,657,0.083902783,0.0618931,0.501580431,0.002471751,0.056694915,0.315801464,0.204804509,0.030588235,1
ODZACI,89,ZAPADNOBACKI,5,2000,47.45,31.2,14.47,75.49,0,1,240,700,0.080012366,0.206714488,0.510905503,-0.025150685,0.002547945,0.281756613,0.187735372,0.043561351,0
OPOVO,90,JUZNOBANATSKI,4,2000,32.28,39.37,18.39,76.68,0,1,157,747,0.037581699,0.16101546,0.504654022,0.001454545,0.005181818,0.419476642,0.191267248,0.025326797,0
OSECINA,91,KOLUBARSKI,9,2000,45.37,46.34,5.64,86.44,0,1,148,1367,0.010373307,0.008121827,0.494595402,-0.065740741,0.000185185,0,0.173637265,0.060455897,0
PALILULA,92,BEOGRAD,0,2000,28.45,49.95,10.12,69.77,1,1,375,548,0.072750831,0.157912215,0.50274339,-0.006360739,0.023906947,0.877337481,0.211074906,0.012591243,1
PANCEVO,93,JUZNOBANATSKI,4,2000,27.86,42.64,8.17,71.54,1,1,303,354,0.069006464,0.310775102,0.509396724,-0.000298742,0.009599057,0.706951658,0.208851701,0.023568362,0
PARACIN,94,POMORAVSKI,13,2000,28.06,30.41,8.04,73.56,1,1,259,486,0.016500575,0.040658775,0.508107433,-0.08331761,0.014433962,0.399004323,0.182604072,0.038798648,0
PECINCI,95,SREMSKI,7,2000,40.07,32.92,16.34,82.11,1,1,199,714,0.148842184,0.098022613,0.498929656,0.086161616,0.00540404,0,0.191155956,0.026690226,0
PETROVAC,96,BRANICEVSKI,11,2000,46.21,26.52,4.57,65.18,0,1,92,700,0.021848106,0.110634722,0.510449433,-0.244835886,0.001969365,0.166501487,0.183130017,0.064037553,0
PIROT,97,PIROTSKI,22,2000,38.72,39.62,5.43,84.22,1,1,299,282,0.005533696,0.065831092,0.494603812,-0.034931921,0.005310136,0.594496036,0.186562368,0.029549623,0
PLANDISTE,98,JUZNOBANATSKI,4,2000,42.55,40.99,9.79,80.03,0,1,227,636,0.056963445,0.497016666,0.501610803,-0.016397059,0.000588235,0,0.172011662,0.047170517,0
POZAREVAC,99,BRANICEVSKI,11,2000,45.24,38.52,5.27,74.31,1,1,266,295,0.038530346,0.08202839,0.513333412,-0.128032596,0.021734575,0.640972624,0.204240207,0.027369096,0
POZEGA,100,ZLATIBORSKI,16,2000,39.79,37.06,3.36,83.26,1,1,223,670,0.018084415,0.023735779,0.505652407,-0.03024024,0.01006006,0.373415839,0.185736847,0.029542006,0
PRESEVO,101,PCINJSKI,24,2000,10.62,,0.94,57.64,1,1,85,1274,0.000573,0.283415288,0.500965838,-0.23790393,0.000720524,0.118387976,0.220203988,0.060566124,0
PRIBOJ,102,ZLATIBORSKI,16,2000,39.82,29.18,7.58,66.15,1,1,281,506,0.009019982,0.348529944,0.49879002,-0.158531856,0.002382271,0.615754777,0.196003555,0.034927741,1
PRIJEPOLJE,103,ZLATIBORSKI,16,2000,41.63,22.48,8.53,68.58,1,1,228,606,0.016776731,0.467598066,0.499258463,-0.127372881,0.007542373,0.33603439,0.210279693,0.040400117,0
PROKUPLJE,104,TOPLICKI,21,2000,35.09,29.13,8.45,77.74,1,1,238,305,0.015504835,0.065396741,0.507243913,-0.070862069,0.084712644,0.534614004,0.187831179,0.06113276,0
RACA,105,SUMADIJSKI,12,2000,33.74,19.79,6.04,81.34,0,1,185,822,0.024153098,0.023790747,0.506374869,-0.106275862,0.043931034,0.179350683,0.177328498,0.025696427,0
RAKOVICA,106,BEOGRAD,0,2000,30.15,50.97,11.35,70.67,1,1,170,598,0.063717172,0.133030526,0.510427966,-0.006024096,0.02438755,1,0.219878788,0.007434343,0
RASKA,107,RASKI,18,2000,42.12,36.13,7.35,80.49,1,1,272,586,0.008302139,0.039273663,0.501884291,-0.053298246,0.060842105,0.326156745,0.193951299,0.055965309,1
RAZANJ,108,NISAVSKI,20,2000,41.89,19.09,16.84,77.27,1,1,98,722,0.015128859,0.023413341,0.513179208,-0.09048,0.00312,0,0.149001671,0.064033776,0
REKOVAC,109,POMORAVSKI,13,2000,41.3,34.92,2.66,82.09,0,1,109,1080,0.023762084,0.017459291,0.500526747,-0.136878981,0.00433121,0,0.149361671,0.070253118,0
RUMA,110,SREMSKI,7,2000,34.46,47.38,13.97,75.65,1,1,230,717,0.173732627,0.215767786,0.513339266,0.083140794,0.003483755,0.519078147,0.198180182,0.03193014,0
SABAC,111,MACVANSKI,8,2000,36.53,45.27,5.53,76.3,1,1,229,363,0.054641029,0.051709495,0.510796984,-0.00168156,0.002721365,0.444380282,0.20569113,0.040384725,0
SAVSKI VENAC,112,BEOGRAD,0,2000,28.96,59.08,7.28,72.27,1,1,1469,170,0.049758852,0.192525481,0.535707568,-0.071943231,0.035938865,1,0.18934243,0.003387837,1
SECANJ,113,SREDNJOBANATSKI,2,2000,44.74,14.21,26.44,82.53,0,1,195,646,0.069487696,0.337672199,0.509444203,-0.074745763,0.003502825,0.192357794,0.169200708,0.035659767,0
SENTA,114,SEVERNOBANATSKI,3,2000,6.04,41.45,4.29,71.79,0,1,263,313,0.00563204,0.910872511,0.50863837,-0.090106762,0.000782918,0.793513401,0.188947121,0.014158323,0
SID,115,SREMSKI,7,2000,36.41,35.02,15.61,79.68,1,1,248,648,0.202601801,0.402951786,0.513325481,0.126387283,0.001734104,0.39099948,0.189207913,0.023811357,0
SJENICA,116,ZLATIBORSKI,16,2000,25.62,11.84,3.68,66.28,1,1,157,855,0.005076868,0.775956771,0.490424869,-0.196264368,0.004454023,0.428876815,0.21766178,0.06592778,1
SMEDEREVO,117,PODUNAVSKI,10,2000,37.86,45.64,6.92,75.21,1,1,245,420,0.024451548,0.066080248,0.503768768,-0.064659284,0.060962521,0.552844966,0.203316668,0.030052182,0
SMEDEREVSKA PALANKA,118,PODUNAVSKI,10,2000,40.28,36.95,4.33,78.49,0,1,209,349,0.019531878,0.038497543,0.506472818,-0.050661017,0.018661017,0.4216722,0.193658389,0.02794094,0
SOKOBANJA,119,ZAJECARSKI,15,2000,38.03,37.19,6.32,77.15,0,1,211,247,0.009261752,0.043193002,0.511893912,-0.098495146,0.01907767,0.384569814,0.165419202,0.033223844,0
SOMBOR,120,ZAPADNOBACKI,5,2000,25.6,41.06,10.69,73.38,1,1,287,337,0.118534283,0.491233547,0.519658351,0.016332288,0.002716823,0.510939846,0.19529523,0.023513566,0
SOPOT,121,BEOGRAD,0,2000,41.53,26.26,10.82,74.74,1,1,163,505,0.074840608,0.03142203,0.507039509,0.02979798,0.037929293,0.083792079,0.178960275,0.025453654,0
SRBOBRAN,122,JUZNOBACKI,6,2000,29.99,14.14,16.62,79.27,1,1,206,713,0.096947634,0.380247625,0.52338775,0.069161677,0.002934132,0.740882251,0.187846542,0.023410809,1
SREMSKA MITROVICA,123,SREMSKI,7,2000,27.94,47.43,14.53,79.35,1,1,276,382,0.146015227,0.183351303,0.508023515,0.001188811,0.003228438,0.49814752,0.200379502,0.025179856,0
SREMSKI KARLOVCI,124,JUZNOBACKI,6,2000,35.47,44.71,12.13,70.76,0,1,100,NA,0.173549044,0.410273427,0.528521222,0.091234568,0.012839506,1.018383347,0.203416676,0.013576196,0
STARA PAZOVA,125,SREMSKI,7,2000,33.23,41.43,15.13,76.95,1,1,239,916,0.188054931,0.289329912,0.505926659,0.161099656,0.004450172,0.296940352,0.211051261,0.019681544,0
STARI GRAD,126,BEOGRAD,0,2000,24.08,63.65,6.12,69.93,0,1,1187,171,0.082242587,0.183017615,0.543420794,-0.167271364,0.017991004,1,0.196082315,0.003312749,0
SUBOTICA,127,SEVERNOBACKI,1,2000,14.21,47.89,9.56,73.46,1,1,318,386,0.064817623,0.851628204,0.520323959,-0.000666667,0.011050505,0.717134947,0.20171697,0.009413683,1
SURDULICA,128,PCINJSKI,24,2000,46.1,19.28,26.86,73.72,1,1,268,353,0.003650293,0.221585636,0.503693836,-0.09796748,0.012682927,0.481409713,0.200360523,0.077422262,0
SVILAJNAC,129,POMORAVSKI,13,2000,43.63,47.69,3.6,67.18,0,1,127,702,0.029830269,0.036576533,0.507926537,-0.219847095,0.014250765,0.287808088,0.181843126,0.037474031,0
SVRLJIG,130,NISAVSKI,20,2000,39.51,23.42,6.48,80.01,1,1,236,679,0.01110854,0.019238187,0.500289296,-0.090315789,0.003526316,0.357810993,0.142443879,0.051839852,0
TEMERIN,131,JUZNOBACKI,6,2000,26.96,20.16,17.32,82.28,0,1,191,918,0.165870911,0.47383616,0.50785109,0.100194553,0.002529183,0.899441789,0.212095491,0.020583554,0
TITEL,132,JUZNOBACKI,6,2000,34.91,32.73,15.6,78.69,0,1,153,959,0.075894428,0.176408928,0.499321909,0.059006211,0.001677019,0.370299593,0.201876833,0.038181818,0
TOPOLA,133,SUMADIJSKI,12,2000,36.66,56.79,3.31,79.42,1,1,155,975,0.028981496,0.027738497,0.50831035,-0.063259259,0.015111111,0.166642474,0.1795034,0.027399968,0
TRGOVISTE,134,PCINJSKI,24,2000,57.25,,14.46,88.6,0,1,263,554,0.004080352,0.019871257,0.490064372,-0.115,0.010833333,0,0.179064658,0.10514752,0
TRSTENIK,135,RASINSKI,19,2000,34.14,21.77,8.94,79.01,1,1,292,684,0.013844993,0.031326882,0.507824157,-0.08159176,0.015037453,0.335547145,0.18143262,0.045062496,0
TUTIN,136,RASKI,18,2000,16.06,0.01,1.8,55.64,1,1,62,1049,0.002462235,0.957812365,0.478473044,-0.209105263,0.012631579,0.255262626,0.242563386,0.056265389,0
UB,137,KOLUBARSKI,9,2000,45.83,8.44,9.9,76,1,1,129,989,0.025417393,0.023183881,0.494550921,-0.064023324,0.003119534,0.167577256,0.187079492,0.05503987,0
UZICE,138,ZLATIBORSKI,16,2000,31.53,50.5,3.32,80.17,1,1,352,337,0.020946255,0.033050059,0.50661118,-0.016327014,0.005260664,0.727145156,0.205812917,0.02404182,1
VALJEVO,139,KOLUBARSKI,9,2000,34.86,50.46,3.83,85.09,1,1,328,321,0.019946053,0.041333252,0.506341354,-0.014653768,0.00496945,0.602031676,0.194665206,0.033370883,0
VARVARIN,140,RASINSKI,19,2000,45.24,20.4,4.9,77.3,0,1,83,1013,0.015704204,0.019520591,0.504286435,-0.121310044,0.006419214,0,0.17697048,0.056256833,0
VELIKA PLANA,141,PODUNAVSKI,10,2000,41.48,40.79,5.07,73.64,1,1,156,810,0.017404992,0.03542522,0.507487781,-0.121146245,0.035612648,0.336207234,0.191162582,0.033753092,0
VELIKO GRADISTE,142,BRANICEVSKI,11,2000,47.76,18.36,7.81,64.58,0,1,90,975,0.026041919,0.027526312,0.511545555,-0.237675277,0.003321033,0.220324603,0.198509124,0.029962728,0
VLADICIN HAN,143,PCINJSKI,24,2000,40.42,21.69,22.53,72.92,1,1,232,602,0.006792389,0.071589784,0.501564047,-0.055657371,0.010398406,0.310235597,0.199299667,0.090537063,0
VLADIMIRCI,144,MACVANSKI,8,2000,42.02,28.08,5.59,73.75,1,1,98,1050,0.040985618,0.016027427,0.495178916,-0.098539823,0.005088496,0,0.172581358,0.067687626,0
VLASOTINCE,145,JABLANICKI,23,2000,40.01,22.62,9.91,74.58,0,1,233,684,0.00951609,0.013876742,0.496064369,-0.020235294,0.005647059,0.424231823,0.197976705,0.077509606,0
VOZDOVAC,146,BEOGRAD,0,2000,27.71,53.88,9.47,68.72,1,1,175,519,0.035857361,0.128978287,0.517652357,-0.044282116,0.041813602,0.918002751,0.206347847,0.008967635,1
VRACAR,147,BEOGRAD,0,2000,24.04,65.07,5.73,70.92,1,1,457,248,0.045284829,0.164796211,0.543455303,-0.118036254,0.008564955,1,0.186346042,0.003100058,0
VRANJE,148,PCINJSKI,24,2000,52.57,23.98,11.67,82.95,1,1,314,312,0.006438457,0.093414087,0.501872443,-0.015918828,0.062356257,0.66572274,0.21364907,0.052779305,1
VRBAS,149,JUZNOBACKI,6,2000,39.81,41.11,13.02,78.22,1,1,294,439,0.049027305,0.582049348,0.514941141,-0.028559322,0.004427966,0.557500755,0.208758615,0.018537905,1
VRNJACKA BANJA,150,RASKI,18,2000,34.72,39.09,12.45,81.18,1,1,232,291,0.031141477,0.061062802,0.513690407,-0.000301887,0.124981132,0.380000775,0.188547486,0.029820323,0
VRSAC,151,JUZNOBANATSKI,4,2000,33.61,46.49,8.01,71.74,1,1,257,330,0.047343155,0.344576492,0.517973884,-0.049493007,0.003933566,0.63290379,0.201272784,0.022384079,1
ZABALJ,152,JUZNOBACKI,6,2000,36.3,40.99,16.54,68.83,1,1,180,759,0.073855995,0.171436316,0.49692397,0.074726563,0.000976563,0.339175856,0.20266783,0.043906517,0
ZABARI,153,BRANICEVSKI,11,2000,54.23,3.11,6.85,64.35,0,1,55,1016,0.029307964,0.023362795,0.506900295,-0.317591623,0.002303665,0,0.164799754,0.05616081,0
ZAGUBICA,154,BRANICEVSKI,11,2000,61.09,10.15,15.62,71.27,0,1,110,911,0.006004183,0.076672104,0.506553412,-0.133157895,0.000467836,0,0.160966066,0.090602442,0
ZAJECAR,155,ZAJECARSKI,15,2000,42.75,42.61,8.05,77.62,1,1,285,279,0.012566509,0.078047909,0.513609824,-0.056237482,0.008311874,0.543090924,0.176719368,0.026330549,0
ZEMUN,156,BEOGRAD,0,2000,26.89,45.37,20.85,70.27,1,1,302,311,0.129651178,0.194923277,0.508613415,0.058227499,0.034180011,0.888885845,0.216880169,0.014208563,0
ZITISTE,157,SREDNJOBANATSKI,2,2000,37.55,42.91,10.29,77.74,1,1,163,659,0.066669935,0.467794782,0.510726978,-0.059953917,0.000829493,0.134865968,0.175400755,0.03706064,0
ZITORADJA,158,TOPLICKI,21,2000,37.29,21.03,11.24,86.32,1,1,71,672,0.00768935,0.062164236,0.492438612,-0.056632124,0.017875648,0,0.184269786,0.10550887,0
ZRENJANIN,159,SREDNJOBANATSKI,2,2000,27.86,45.44,11.79,73.44,1,1,306,374,0.042604751,0.313164398,0.514059279,-0.018208178,0.005605948,0.594067797,0.202005286,0.018674603,0
ZVEZDARA,160,BEOGRAD,0,2000,27.7,55.73,8.57,68.58,1,1,261,258,0.079097579,0.138664465,0.501607497,-0.052707143,0.031085714,1,0.217831264,0.007291455,0
